customer_id,current_linkedin_activity,email_domain,linkedin_skill_code,mentor_program_involvement,negative_review_in_past_5_years,recruiting_location_code,recruiting_method_code,weekly_consumption,years_of_membership,survey_attitude_towards_company,survey_attitude_towards_product_features,survey_attitude_towards_performance,survey_attitude_towards_usability,survey_attitude_towards_product_quality,survey_attitude_towards_customer_service,customer_churned
d8dcbe24-523e-4629-b10e-f52df821692e,2,nih.gov,10000,2,0,77494,43747,38,2,2,2,6,1,7,4,1
af5cc85c-2523-41b9-9193-8778e7ace51d,1,fastcompany.com,32498,1,1,43747,43747,38,2,3,6,4,4,4,3,1
b7d3a46b-3b35-488d-bdf3-939014079086,4,mysql.com,10000,2,0,10000,32498,38,2,4,2,3,1,4,2,1
67603cd7-878f-4152-9d7b-4e7e637157a2,5,mysql.com,32498,2,1,54996,32498,30,0,2,5,5,2,2,5,1
b8f740c3-0693-41b2-8bbe-22b5243055ab,4,mysql.com,10000,1,1,54996,66245,38,4,2,4,4,1,6,3,1
f785d7ad-83e2-4c0d-8a24-d6c04b371638,1,ucoz.com,10000,2,0,21249,88743,46,5,1,6,2,1,4,5,1
0710bf50-da38-4dbe-b19a-df44ee34da00,4,admin.ch,10000,4,0,10000,10000,38,3,3,1,5,3,5,5,1
eea6c7b9-a941-4c9e-a30d-2a42ad9a2468,2,nih.gov,21249,3,1,66245,43747,38,6,1,3,5,2,2,4,1
b1c28bfa-0042-450e-a286-fb24cfeed64a,5,ucoz.com,10000,2,1,32498,43747,46,1,1,3,5,2,4,4,1
96d41d55-16c9-488e-8eb9-87deccfadd03,1,admin.ch,10000,3,0,43747,66245,38,1,1,6,5,3,4,5,1
6e389ada-1b59-4d34-91d3-ed6095d93931,0,fastcompany.com,21249,1,1,43747,32498,38,3,1,5,6,2,5,4,0
25324932-79d1-4f9c-9b99-74636927566f,3,mysql.com,21249,1,1,32498,43747,50,2,2,6,2,2,2,5,1
cb930998-0b4e-42ef-8f09-499c04d6e057,4,fastcompany.com,21249,5,0,77494,21249,38,3,2,3,3,2,3,5,0
336d426f-6c34-498d-984f-046ecf38e4a1,4,admin.ch,32498,5,1,10000,66245,46,4,2,3,1,2,3,4,1
93ceaa11-6ff1-4fae-92f1-a03826bf744e,0,ucoz.com,10000,2,0,77494,32498,42,2,3,4,6,1,6,5,1
6513b326-5a07-4f9f-bcc4-719cb727fd07,6,mysql.com,10000,5,1,88743,32498,34,1,3,6,2,3,4,4,1
a374bccf-e516-424c-b81d-99c327356e9d,3,admin.ch,32498,3,1,32498,21249,42,5,4,2,2,1,4,5,1
7559a98f-7d19-4bc4-86a6-f0c328b868c7,4,mysql.com,10000,2,1,66245,21249,46,1,1,4,3,2,5,3,1
0ebac52b-f619-4599-a2bc-89aa99abba80,5,nih.gov,21249,1,0,10000,54996,34,0,2,6,3,3,6,4,1
56866a5e-819d-49b5-aa74-086af0acc4e3,2,fastcompany.com,21249,4,1,10000,43747,34,4,2,2,3,3,3,5,0
f5b9a51d-f95b-455a-b1ce-6e689255d35f,2,mysql.com,10000,1,0,88743,77494,46,2,6,6,3,1,5,4,1
300f431d-e0dd-4503-a9d4-88e12732e09b,5,mysql.com,10000,1,0,66245,21249,38,0,1,3,5,2,6,4,0
90e2a4f3-263b-4194-8b95-be324a56a44c,6,fastcompany.com,10000,3,0,66245,66245,42,2,1,6,4,2,4,4,1
e62efae1-ca52-463e-93ff-0bf0bce465ce,5,ucoz.com,10000,1,0,21249,21249,42,3,1,5,4,5,5,5,1
85b8c76f-7576-4ea0-a8f9-9b1cab50fed1,1,nih.gov,10000,2,1,54996,32498,34,2,2,5,2,1,4,5,0
01f9296e-5fe0-424d-8db3-4c9b048ac9ad,6,admin.ch,10000,2,0,32498,32498,34,6,4,3,5,2,2,3,1
2dca771a-7dfd-4bc4-8adf-0a7116a4db15,1,mysql.com,21249,3,1,21249,10000,46,2,1,5,5,2,5,4,1
d98faab2-7e11-471d-8f82-d0bd1c991c89,5,ucoz.com,10000,4,0,88743,32498,38,3,3,5,2,1,5,3,1
a261bb36-cdd0-4ff7-a980-bf6cb02efeb4,1,ucoz.com,21249,2,1,32498,32498,38,2,2,4,2,3,2,5,1
a9e821fc-8f79-471f-ad18-bba7602aa0c7,0,nih.gov,10000,3,1,21249,32498,38,4,1,6,4,3,4,5,0
d75b8d81-80f7-483a-85cd-b3dd07e8bbb6,0,mysql.com,21249,5,1,54996,32498,46,6,4,3,5,1,5,4,1
46426fb1-0c54-414d-a813-dc821d0dbbcc,3,nih.gov,21249,5,0,66245,54996,34,2,2,6,4,1,5,4,1
50447fa7-9144-4886-a1b2-cb9917d33be6,6,mysql.com,32498,4,0,43747,32498,38,5,1,6,3,3,6,1,1
73734556-f4fe-4181-a936-6e6059dd86f5,4,admin.ch,21249,1,1,54996,66245,34,1,2,5,2,3,6,2,1
98a0e9c7-517b-4ca1-a703-8d7d4c6fae91,3,nih.gov,21249,2,0,21249,32498,34,6,3,4,7,1,2,2,1
a23441a5-a00c-461e-a240-4ebc485639dd,6,timesonline.co.uk,10000,3,0,32498,66245,30,4,2,3,5,2,3,5,1
3b88ffaa-8b9c-41bb-ad5f-c6fccba5c173,4,fastcompany.com,21249,2,1,77494,10000,34,2,2,3,2,1,5,5,1
ccefa80c-c64f-4e19-a045-a40dc8a30f09,2,ucoz.com,32498,5,0,10000,54996,34,4,1,2,4,2,5,3,1
39dfb67a-d3c3-4c4d-8ca3-f7248e541a90,1,ucoz.com,21249,1,1,88743,10000,34,3,3,2,2,1,4,1,1
4a1785ba-8f27-4aae-a3d1-b0a770e6af0e,4,ucoz.com,21249,2,0,77494,21249,50,5,5,5,3,3,6,1,1
ffd2b7f1-8a2f-46e8-9e8f-0120d187533f,2,mysql.com,32498,4,1,54996,32498,42,0,2,5,5,1,4,5,1
e969880a-4ec4-4e23-b7a9-67be0c254084,3,timesonline.co.uk,21249,1,0,54996,21249,42,0,2,4,6,2,1,5,0
908cd7a4-8007-460d-a637-b02d5170e96e,6,fastcompany.com,10000,3,0,54996,10000,38,4,1,3,4,1,6,4,1
dff50087-704a-4b34-bf75-838b7cd08151,4,admin.ch,32498,4,1,66245,32498,38,2,2,3,2,2,5,4,1
85748e62-fcf9-46ce-91b6-45418fc6b3a6,0,timesonline.co.uk,10000,5,1,66245,43747,42,2,2,6,6,1,4,5,1
34691919-ffec-4540-ad5c-1cb64e939993,2,fastcompany.com,10000,2,0,77494,43747,50,6,4,4,2,2,2,4,1
39d370b3-62d4-41df-96ef-7dceda6af934,4,admin.ch,10000,3,0,54996,88743,30,2,2,5,3,2,5,3,1
200d58a0-46d6-4db6-8c8f-72582522d2c5,2,ucoz.com,10000,4,1,32498,66245,38,2,3,1,4,2,6,1,1
95893dbe-bd6c-4d89-8aea-d0d8f5f1f45f,3,admin.ch,10000,1,0,66245,10000,42,5,4,3,2,2,2,4,1
1e68361c-c17b-4e1e-a956-b484674ee5c9,1,admin.ch,10000,3,1,54996,54996,42,6,3,2,2,2,4,5,1
42cb0458-6a17-47d9-8a6b-b86c636a0870,3,fastcompany.com,21249,1,1,10000,43747,46,3,2,4,6,1,3,3,1
e50f519e-f3b9-473b-a527-99852c826f09,2,mysql.com,10000,2,0,77494,54996,46,5,2,4,4,3,1,4,1
8cdd3bfc-77ae-4b2c-9ac7-61142c23484e,1,nih.gov,10000,1,1,32498,21249,42,5,2,4,3,1,2,4,1
3bf24e96-82ec-45f8-93af-c3a66d798ba5,6,mysql.com,10000,1,1,54996,32498,42,2,1,3,5,2,3,3,1
71e2b074-776e-4a41-bb7f-edaf59162d42,5,mysql.com,10000,5,0,66245,54996,34,3,1,4,4,5,6,3,1
c76e0d6a-c095-4b18-bce8-8ab859fa824f,4,ucoz.com,10000,1,0,54996,32498,42,2,1,2,3,1,1,3,1
5cb6fb48-151a-4bfd-a6a2-86992f86269e,2,admin.ch,10000,2,1,43747,66245,34,2,3,3,4,3,4,2,1
f4a59275-51bd-490c-9ada-15fd19008250,1,fastcompany.com,21249,2,1,88743,10000,42,2,3,5,4,1,4,4,1
4e4e7422-abc0-4323-bd43-b921aaafe344,1,fastcompany.com,21249,5,0,54996,88743,34,3,1,4,2,1,5,2,0
53363ffd-aa10-4957-960a-3e19abc41df7,2,fastcompany.com,10000,1,0,66245,21249,38,2,3,5,6,2,4,2,1
81d101d2-65fa-4484-983a-5f97b8d2e16a,2,mysql.com,32498,1,0,54996,21249,50,1,2,6,7,1,5,4,1
9c0e068d-d7d2-4ea2-b982-8776680de993,1,ucoz.com,43747,1,1,77494,32498,38,4,2,4,3,3,3,2,1
4d7769ae-1ab3-4ed3-92e8-5ea124c9d94f,2,fastcompany.com,21249,5,0,32498,32498,46,0,3,3,3,1,4,4,1
04492c16-dbe5-4213-9aaa-74ac171ca9bb,6,admin.ch,10000,2,1,21249,88743,34,4,3,3,5,1,4,1,1
c86fb5ce-d870-487e-8d27-0156b8e3430a,2,timesonline.co.uk,21249,5,0,66245,32498,42,3,2,6,6,1,4,5,1
e1dd6b53-2a51-42ac-93ef-c70a10005ff8,2,mysql.com,10000,2,0,88743,43747,38,6,1,1,3,1,3,5,1
26a24778-0c8c-4d50-b5cc-c04ad43f9f96,1,mysql.com,10000,5,1,10000,66245,42,0,2,5,6,3,4,3,0
6ad3fbef-7453-4115-9f5c-9f520bab1212,1,admin.ch,10000,1,0,32498,21249,34,1,3,4,4,2,6,3,1
5254e4cb-6a95-4a01-837f-87c508c3cd16,5,admin.ch,21249,2,1,54996,21249,38,4,4,3,2,2,2,2,1
7548e890-e84b-4e86-ab68-7c0decd4c4b5,4,mysql.com,10000,1,1,77494,32498,38,1,2,3,1,2,3,5,1
438c285b-0231-482a-a0e8-2fbc28dbfa8a,2,fastcompany.com,10000,2,1,32498,32498,42,2,2,3,1,1,5,4,0
ea3bf76f-6775-4398-9740-a381314a2dcc,1,fastcompany.com,21249,2,1,32498,21249,34,6,2,4,5,1,5,2,1
97897fa1-d143-45e0-99a5-3709b02c140d,1,timesonline.co.uk,21249,2,1,88743,54996,38,5,2,2,1,3,4,5,0
276a3613-680e-4d7b-af19-73ab959bc501,2,admin.ch,32498,1,1,54996,21249,46,1,3,3,2,2,5,5,0
44ef765f-7d21-4184-a764-180647c4dc44,4,mysql.com,32498,2,0,54996,54996,42,5,1,6,2,4,4,3,1
c7d937a4-31f7-4a48-95df-ba55afd701a4,5,mysql.com,10000,1,0,43747,21249,46,3,1,4,2,2,3,5,1
a75d7a55-8085-4fae-a02c-0e71650dec4f,4,admin.ch,10000,2,1,21249,21249,34,3,1,4,3,1,3,5,1
3ea73ddc-a6fe-47cc-9209-493de95aeda1,1,fastcompany.com,21249,3,0,32498,66245,34,1,1,5,3,4,2,2,0
a46e566d-5264-42fa-9026-1a10f55823aa,1,mysql.com,21249,1,1,10000,32498,34,1,3,5,2,2,6,5,0
c58aeff7-3799-426f-a241-8569b73a5dca,0,timesonline.co.uk,10000,3,0,77494,66245,46,3,4,5,4,4,4,3,0
75c4cdf2-dd7f-4be7-a968-cf104871db5c,4,fastcompany.com,21249,5,0,88743,54996,30,4,1,3,2,1,2,5,1
49c05aa0-e77b-481c-bca6-98a4d2342760,3,mysql.com,10000,4,0,54996,10000,38,3,1,1,3,3,3,2,1
97fb1fa5-4023-4133-a71d-9ffa62ddb120,4,fastcompany.com,32498,1,1,88743,54996,46,3,1,4,3,2,4,4,0
694af833-a10c-41e0-8358-fab105658392,2,admin.ch,21249,4,1,54996,43747,38,0,2,6,3,1,5,4,0
ad5e0932-9673-4ce1-8412-280a4bca4cc5,2,fastcompany.com,32498,2,0,21249,66245,42,2,6,5,4,3,6,5,1
f6789617-44e8-47c6-841b-e3da6c8549f1,3,fastcompany.com,10000,5,1,21249,32498,30,5,1,2,3,3,5,1,1
2d3a5acc-489d-403b-8454-2b99c6ae2f76,2,admin.ch,10000,5,1,43747,32498,34,3,3,5,5,1,3,5,1
28239567-778e-404d-9014-6cc3d0c464dd,4,mysql.com,10000,2,1,54996,32498,38,2,2,5,3,2,2,4,1
6eb3d26d-2e5a-4793-a9c9-51ceffb7d213,5,mysql.com,21249,1,1,43747,32498,42,1,1,1,3,2,6,2,1
e82c8960-a0e1-45b3-8f2a-e14d203f4ba8,3,nih.gov,10000,3,0,43747,77494,34,3,1,3,4,3,7,4,0
162cf0fc-e8d1-4405-8651-c48b106a22a5,2,fastcompany.com,32498,3,1,66245,54996,34,3,2,3,5,1,4,5,1
e205f8d0-3f5a-493f-954e-e7555d3d0c5b,5,mysql.com,10000,2,0,66245,21249,42,1,1,2,2,4,5,2,1
a1a6dd8d-a72f-4633-9d7f-bb107f848c9e,3,mysql.com,32498,3,1,77494,88743,38,2,1,3,5,1,4,4,0
a56c7588-fe4a-4a9d-917a-c98d35300f1b,6,mysql.com,32498,3,0,66245,21249,50,2,2,5,3,2,2,3,1
dbadce2b-b94a-4701-8a8a-33c29f775932,1,nih.gov,10000,2,0,54996,88743,50,3,1,6,1,2,2,2,1
bf7f66cc-294d-443d-a690-a21140c9db56,4,fastcompany.com,10000,3,0,43747,32498,38,2,1,6,2,2,1,2,1
3ca8ce87-2dee-4dbf-84fe-5413d2c4845d,4,admin.ch,21249,1,0,77494,88743,38,4,3,6,4,1,5,3,0
30fc18c1-5015-43a3-87d0-87f611558eea,1,fastcompany.com,43747,1,1,21249,21249,50,4,1,2,5,2,1,5,1
e17ecf34-4b41-495a-be9c-620cf381c666,2,fastcompany.com,32498,4,1,66245,32498,42,1,1,6,2,1,3,2,0
a11f4c1b-d46f-4c90-8b1f-f46c02615680,6,fastcompany.com,10000,5,1,32498,43747,38,1,1,5,2,2,6,3,1
c7cd99af-3a3c-4576-b1a5-1f82f6ecbfcd,2,ucoz.com,10000,1,0,10000,32498,46,1,3,5,4,2,5,2,0
1c6eca1a-f19e-4db0-9934-f074a5a7e5b8,2,mysql.com,21249,5,1,32498,43747,46,1,6,5,3,3,6,3,1
6141abbf-c227-4c49-938d-4ced234a227e,4,admin.ch,32498,2,1,66245,43747,46,6,3,6,4,1,7,4,1
dd67d0bc-f7bc-4d95-b654-756788bdc94f,4,admin.ch,21249,2,0,21249,43747,34,2,1,4,2,2,3,4,1
bbb8f61e-49e6-4389-a2d9-dd6db2ba6272,0,mysql.com,32498,1,0,32498,10000,38,2,1,4,3,2,5,3,0
caa61bd3-7886-46fd-a949-781fb72c1f18,2,ucoz.com,10000,1,0,88743,43747,50,6,4,4,1,3,4,5,1
1a02510d-9eab-4333-811d-f46aa251ef99,2,ucoz.com,43747,3,1,77494,32498,38,0,2,1,3,1,6,4,1
a610b38b-6391-4b2e-81cc-4e42635c2f47,2,ucoz.com,10000,4,0,88743,54996,38,1,4,4,4,4,6,5,1
89eccea5-5eaf-4979-b097-84dc007cc2f3,3,timesonline.co.uk,10000,1,1,88743,43747,50,6,1,2,6,1,3,5,1
6d2c029e-fc0e-439c-a42d-a7641cf5d486,2,mysql.com,21249,5,1,88743,43747,30,1,2,4,4,2,5,5,1
a735b964-54e4-4133-9a24-d2150fe58270,6,ucoz.com,32498,4,0,32498,43747,46,1,1,3,4,1,5,4,1
f4e2cf06-32a6-45a3-bde7-0490ed8db476,2,ucoz.com,21249,1,1,10000,43747,38,2,3,3,1,3,2,5,1
7912a27f-f93a-4467-b599-05a6c09e0dbe,2,nih.gov,32498,1,1,10000,10000,38,1,1,1,5,6,6,3,1
99d8596f-e1ca-4eb7-997a-d227bcf55084,4,fastcompany.com,21249,2,1,32498,54996,30,3,1,4,6,1,4,3,1
274ca2e1-eb61-45d0-bb78-ef42bea7be16,4,nih.gov,10000,2,1,32498,77494,38,4,2,4,1,1,3,5,1
d010fe10-e8f3-4564-a254-6a2a63d08911,5,mysql.com,21249,1,0,66245,54996,38,1,4,5,5,2,5,2,1
e084a7dd-bbc4-4151-b88c-fb72a61cd5e5,3,ucoz.com,10000,1,1,88743,32498,42,5,1,4,1,2,6,5,1
5c374222-8793-4c8b-8ee3-f5c1c18d4441,4,timesonline.co.uk,10000,1,0,10000,66245,46,3,1,4,5,2,4,2,1
3780bf72-1b53-4cd2-8d63-a3eece062111,3,ucoz.com,10000,1,1,21249,43747,30,2,1,4,2,4,4,2,1
c06cd759-90e8-4ee2-aac6-af15d4e29904,0,fastcompany.com,32498,1,1,88743,21249,50,3,2,3,2,1,6,5,0
7235f311-f411-4848-99f3-0a381ca5161e,6,admin.ch,21249,1,0,88743,10000,38,1,3,2,4,2,4,5,1
71611733-d1f9-47a0-b0d0-decbac7b5016,3,mysql.com,10000,1,0,77494,54996,34,2,1,5,4,1,5,3,1
aca1c6ba-7c83-4479-bfe6-f58064ba73eb,2,admin.ch,21249,2,0,43747,21249,42,5,2,6,3,4,6,5,1
ee794ae9-fa34-4ecc-8027-624cac3554e2,5,fastcompany.com,21249,1,0,32498,32498,46,1,2,2,2,1,3,5,1
f4c937ac-4627-4124-9f3e-25142cbd5ca6,2,fastcompany.com,10000,1,1,66245,54996,46,2,1,3,3,2,1,1,0
c5f8264a-239e-47ee-a672-b53b54d83ca3,1,timesonline.co.uk,32498,2,1,54996,21249,42,2,3,5,4,2,5,2,1
aa4af866-a732-435e-9a4a-433a76db2ec5,2,timesonline.co.uk,32498,5,0,88743,32498,42,5,1,5,3,1,3,5,1
134fd97e-7587-4f86-bd53-0ba3f203ce28,3,fastcompany.com,10000,4,0,66245,32498,38,4,3,6,3,4,2,1,1
4a3c7251-f3aa-4326-b66d-5c38adca247c,3,fastcompany.com,21249,3,1,32498,66245,46,3,2,3,6,1,4,5,1
8b656dda-81b9-48fd-b4cb-143b1141818c,1,admin.ch,43747,1,1,88743,43747,42,1,2,4,1,3,3,5,0
dbf251e1-7ea6-4ff7-b7cb-c9a11001ea8b,2,fastcompany.com,10000,1,0,54996,43747,38,2,1,6,1,1,5,5,0
d5f698be-ecff-45d2-9a11-7f5004d09a6b,4,fastcompany.com,10000,3,0,66245,54996,38,4,1,1,5,4,4,3,1
f0bf804a-de5a-4fc1-83af-46db4d24e688,4,fastcompany.com,21249,1,1,21249,10000,42,3,4,3,4,3,2,1,1
51ca1f1a-94ac-473c-909d-785a1bed5a25,1,timesonline.co.uk,10000,1,0,88743,21249,46,3,2,5,4,2,4,2,1
5447ad0b-72b0-4ba6-a7d3-956015b7352c,5,mysql.com,21249,1,0,54996,32498,50,2,2,4,4,3,2,3,1
85ad829e-3108-4a80-8fc9-9fbf0b258f20,3,mysql.com,10000,2,1,10000,32498,34,2,3,2,7,1,3,3,1
ef5fd7f5-6c56-4410-b503-c87b4a214a7c,2,admin.ch,21249,5,0,88743,43747,38,2,1,6,5,1,6,4,0
db0bc2a3-9484-4e18-a4b2-7ac72073dbda,3,mysql.com,21249,3,1,43747,77494,38,1,2,6,4,2,7,4,1
cd506b86-d71e-4067-b3fe-c154360d1424,3,mysql.com,10000,3,0,66245,66245,42,1,2,6,3,1,4,3,1
b549e112-4539-4aa2-b01d-e7551e38715a,5,mysql.com,10000,4,0,54996,21249,46,4,3,2,4,1,5,1,1
3217d17d-df56-4f39-9666-695dc6e44202,6,timesonline.co.uk,32498,2,1,54996,43747,46,0,2,6,6,1,2,3,0
7977a54f-1833-44cc-87b1-b36332d0d3c2,1,nih.gov,10000,1,0,88743,21249,42,4,2,5,6,3,5,2,1
858ff6a9-7fb9-4d0e-adda-f16078f5cc9e,3,fastcompany.com,32498,4,0,43747,21249,50,1,4,3,2,2,4,5,1
dcb3a81e-3eb1-4e00-bca7-d781424ac558,4,fastcompany.com,32498,1,1,43747,10000,42,2,1,5,3,1,2,3,1
d091696e-0382-4553-9de2-bb6e2faf7397,3,mysql.com,32498,1,0,21249,32498,38,0,1,4,5,2,4,5,1
c7ce5315-6fff-46cb-9e6e-dfcf440aa7fa,2,mysql.com,21249,2,0,21249,43747,42,1,2,1,3,4,4,5,1
76845353-3d1b-4652-a896-a774642775c0,4,admin.ch,21249,5,0,21249,88743,50,2,3,3,4,1,3,5,1
d1fc3604-44d9-4b84-a0c3-52051ef094dd,3,nih.gov,10000,1,0,88743,21249,34,4,2,1,5,1,2,5,1
5917cfd3-fda2-4c2c-a381-356dced28e6b,5,ucoz.com,10000,4,1,88743,32498,38,2,2,4,4,1,3,4,1
b63c76de-2958-47bb-b318-2526fa189b17,2,admin.ch,32498,1,1,88743,21249,38,6,1,4,4,1,7,2,1
621795ce-685f-4377-9b28-4bb570c83bd9,3,fastcompany.com,21249,1,0,10000,66245,42,4,1,5,7,2,4,5,1
37ea33d8-fd5d-4096-8915-3f98f9ac0ac4,1,admin.ch,10000,1,0,66245,54996,42,1,1,5,1,1,3,4,0
78347c8d-d512-4714-95a7-9ea387c94fdf,1,nih.gov,21249,3,1,32498,43747,50,4,4,3,3,4,2,4,0
b5108fb9-687f-43f8-89b6-91a6c8e181b3,2,fastcompany.com,10000,5,0,43747,21249,50,5,3,6,3,2,3,4,1
27a7934a-d083-4565-a7ef-95652d26745c,5,ucoz.com,32498,1,1,10000,10000,38,4,2,2,4,2,3,5,1
b50c7334-e3bd-4653-ac0b-eab8c4d46b06,2,mysql.com,32498,1,0,66245,43747,30,2,2,6,3,1,6,3,1
6d8735f4-6871-496a-bd44-3212a4366f8e,1,nih.gov,21249,5,1,54996,88743,50,3,1,5,2,1,2,3,0
01baaf02-5a7d-4b1e-86e3-31cf1879e07c,2,mysql.com,21249,5,1,43747,54996,46,0,2,3,4,2,6,5,1
8834677e-45b2-449b-ac5e-66771e819a98,1,admin.ch,21249,5,1,43747,54996,50,1,1,3,3,1,3,5,0
e93d3225-b308-409e-b15e-951c556e02c3,5,ucoz.com,21249,1,1,32498,43747,46,5,2,4,2,3,6,4,1
da0d4914-3e3b-41e7-9b9a-85b3c6c4e1ce,4,fastcompany.com,32498,1,1,77494,66245,42,2,1,3,2,1,3,5,1
1058e017-f24b-4368-9345-6435afe0efa6,5,nih.gov,21249,3,0,21249,32498,42,4,3,1,5,1,7,2,1
f7c84a2d-bbd1-46d7-9cac-04e2994db726,2,fastcompany.com,21249,5,0,66245,32498,42,2,4,1,2,1,4,3,1
956a647e-6924-43a8-8e26-9dd544c0daa0,3,fastcompany.com,21249,5,0,32498,54996,38,6,5,5,7,2,5,5,1
9bd051d8-fc7d-4089-baef-0e2251774d49,3,fastcompany.com,10000,1,0,54996,21249,38,6,2,5,2,2,4,4,1
cb793eac-0463-4f58-8477-e43409acf9cf,3,fastcompany.com,10000,2,0,54996,43747,34,2,2,3,2,2,2,2,1
5a0e0c97-9a07-4a4d-99c0-2cc98c834506,2,admin.ch,32498,5,0,43747,32498,42,0,3,3,3,4,3,4,1
7e45553f-fb0c-4133-bd74-7c684659d279,2,ucoz.com,32498,3,0,10000,32498,42,2,3,4,4,1,7,3,1
30200f6e-705c-4b42-93fe-f633c99f9700,1,mysql.com,21249,1,0,77494,21249,42,4,2,4,4,1,4,3,0
49c29cf5-0e65-4dc6-b701-b0facc3770e6,4,nih.gov,32498,5,0,88743,21249,46,3,2,6,4,3,7,5,1
012e1d32-f439-4e0c-9ed7-afa420eb35ea,2,mysql.com,10000,3,0,77494,32498,50,5,1,4,4,4,4,4,1
983f1504-6068-45ea-ad06-4a2eaaba5682,6,fastcompany.com,10000,5,1,88743,32498,42,3,3,5,2,2,5,2,1
a739a242-8b34-43e6-8282-e0994b33ae09,3,fastcompany.com,21249,3,0,21249,21249,34,1,3,5,3,2,4,5,1
ef775912-7da8-447e-9d8e-f06693da8e0f,4,mysql.com,10000,3,1,66245,10000,46,4,1,5,6,1,7,5,0
a3914508-eabd-40f9-a2dd-21df07f97c70,6,admin.ch,10000,1,0,32498,32498,42,3,2,5,5,2,3,2,1
dbe3c74a-d43b-49cb-8c3d-e1e9d1973f7b,4,ucoz.com,21249,1,1,88743,21249,42,4,4,2,4,1,4,4,1
484ae05f-8c6b-41d8-8100-4c579e0b222c,2,fastcompany.com,10000,1,0,88743,21249,38,1,2,5,4,3,7,5,1
539af574-e8fb-456a-9587-dd80ab05f57b,2,mysql.com,10000,1,1,21249,32498,38,3,1,6,3,1,7,3,1
5aafb134-2414-4337-bd3d-733015d5153b,6,mysql.com,21249,1,1,43747,32498,38,1,2,6,2,1,5,3,1
d6c8b594-9d3c-4df9-ba66-886fba306032,3,mysql.com,32498,3,0,66245,66245,38,2,2,6,3,1,6,2,1
547cdd14-60d3-4d02-affb-8cdac805e2e0,0,ucoz.com,21249,2,1,54996,21249,46,2,3,2,4,2,4,5,0
61d925b0-0323-47c1-99e1-817501439755,6,nih.gov,32498,1,1,21249,10000,30,2,2,2,3,1,3,3,1
0747e8bc-e85f-4199-93b4-36f4a4452910,2,timesonline.co.uk,21249,1,0,21249,43747,50,4,2,1,2,2,3,1,1
6acb87d5-025e-4a4b-9f51-e0d375c31d76,5,fastcompany.com,10000,1,1,77494,10000,38,4,2,4,7,1,5,5,1
1c031b98-c7eb-4f67-9b43-402539c46b29,3,mysql.com,21249,2,1,21249,32498,38,1,2,6,3,2,4,2,1
1368fc65-8a6a-40a6-96e3-f8db40ec79a7,4,admin.ch,32498,1,0,43747,32498,46,2,2,3,3,4,3,2,1
c8c52b8a-16d0-48ff-902b-aeb54c10e0c8,3,mysql.com,21249,5,0,54996,32498,42,1,2,3,1,2,3,4,1
d6fa4faa-6e65-442f-8bb8-a187163ab406,3,admin.ch,10000,4,1,32498,43747,42,2,2,6,2,3,4,4,0
6533a92a-519b-48c5-9ea3-be0ddb14cbc0,6,admin.ch,10000,1,1,10000,88743,38,2,1,5,3,3,2,5,1
e2a298fb-02ac-4e0e-a1a9-7e8b2d9d0646,1,mysql.com,10000,2,1,21249,21249,42,3,2,4,3,2,4,1,0
f3d65601-209a-4a31-a8f0-3b91aece9bf6,1,ucoz.com,32498,3,1,88743,32498,38,6,4,6,4,2,3,4,0
af37f429-bfac-455c-a9f9-e65f6627e813,5,ucoz.com,32498,4,1,77494,43747,34,4,1,1,2,2,3,5,1
8c8c8e91-e2e0-4da0-8ee6-a41d9e2b8f5e,6,nih.gov,10000,1,0,43747,54996,38,5,1,6,1,1,2,4,0
b13b57bd-1211-48c5-9283-e9ab0b8682d9,2,nih.gov,10000,4,0,32498,43747,34,3,4,5,2,2,2,3,0
96045cf6-ab6c-49c0-a688-096f2733d476,2,fastcompany.com,21249,1,1,32498,54996,30,1,1,2,7,3,4,5,0
ec0d38f6-e562-46ac-a0df-f68165c4c7c6,3,nih.gov,10000,2,1,10000,32498,42,6,2,5,7,1,7,4,1
4d2c0625-e28a-4bbd-8742-7af20f45418f,5,nih.gov,10000,2,0,54996,88743,30,4,4,6,6,2,3,5,1
ecb44fe2-8db8-465e-bb72-f2057ad3ceb6,4,fastcompany.com,10000,2,1,43747,32498,38,3,2,5,5,2,7,1,0
35c75a2e-36d9-4e4d-946f-582356cfb286,1,timesonline.co.uk,10000,1,0,21249,66245,34,1,2,4,4,2,6,3,0
2513f745-64cc-4a06-8e75-555c1da22045,3,fastcompany.com,10000,1,1,32498,66245,46,1,1,5,4,1,5,4,1
568c57dc-56b3-4c05-b0d6-5f2b54fd9ae5,1,fastcompany.com,43747,1,0,66245,88743,50,6,2,3,3,3,3,4,0
d049445f-af87-4ffe-937c-0b48b8801318,1,admin.ch,10000,3,0,77494,88743,42,0,2,5,1,2,6,4,0
619223c7-8d7d-47c7-b274-fd76b37bc0e3,5,ucoz.com,21249,2,1,10000,43747,42,2,2,2,5,1,4,1,1
fa617974-26ee-4799-9198-dfeeee74c2bc,4,ucoz.com,10000,1,0,10000,32498,38,4,2,3,2,1,4,5,1
e6172f63-7ba7-4881-b850-6c02a628e846,1,fastcompany.com,21249,5,0,10000,10000,42,3,1,2,7,2,5,4,0
798419ab-c8cd-489a-8b7f-b16bb5087422,1,nih.gov,10000,1,1,54996,77494,46,3,1,3,4,1,2,5,0
