customer_id,current_linkedin_activity,email_domain,linkedin_skill_code,mentor_program_involvement,negative_review_in_past_5_years,recruiting_location_code,recruiting_method_code,weekly_consumption,years_of_membership,survey_attitude_towards_company,survey_attitude_towards_product_features,survey_attitude_towards_performance,survey_attitude_towards_usability,survey_attitude_towards_product_quality,survey_attitude_towards_customer_service
5f145641-43a0-4e7b-8e59-80d2ffab5d70,1,mysql.com,32498,3,1,21249,43747,38,1,3,4,6,4,5,4
a954328b-3677-48b0-9530-9b3a5f9b83d4,6,nih.gov,10000,5,1,77494,32498,34,1,4,2,2,2,2,3
814b6081-b16f-472e-8247-4c4174a91150,5,fastcompany.com,10000,5,0,88743,88743,46,1,3,6,5,1,7,5
65e4dd4e-1c96-453e-8bdf-fdf1e32fa00a,0,fastcompany.com,10000,3,1,88743,21249,38,3,4,5,4,3,4,3
f652be9e-0973-459a-ba61-715c80121e50,0,mysql.com,10000,1,1,21249,54996,38,4,2,3,2,1,4,5
7072cb3a-ab2f-4523-9c2b-18a61438d781,1,nih.gov,54996,2,0,10000,32498,34,2,2,3,2,3,6,4
f68adbac-9d2a-4c26-9ba5-aaf3a834c43f,4,fastcompany.com,43747,1,0,77494,43747,38,5,1,5,4,1,4,5
11b65aa1-d13d-4175-a87f-6ac440a88e8d,3,fastcompany.com,10000,2,0,32498,43747,34,4,1,2,4,1,4,3
ebfb440a-cf80-431d-a2f2-8b02758b7661,1,admin.ch,21249,5,1,32498,32498,38,3,1,1,5,3,5,5
615ab820-0a78-4030-ba6b-ebd95697ff54,6,nih.gov,21249,4,0,10000,88743,34,3,4,1,7,2,7,3
13e69f91-feac-4b15-8d93-ed7567530288,1,fastcompany.com,10000,1,0,77494,43747,38,3,2,6,3,4,7,4
82baa36c-0913-4839-bae3-1dbd8bcee59d,1,nih.gov,21249,2,1,21249,21249,42,1,3,3,3,2,5,5
a045d8c2-3d4f-4509-9549-65fea256215b,0,mysql.com,21249,2,0,88743,32498,42,1,1,4,1,1,6,5
4155baf6-a7ea-44a0-91e7-bddb2a41ac3f,3,ucoz.com,43747,2,0,32498,32498,46,6,2,3,1,2,6,5
11f24d81-cd49-4540-959e-40a9844a5793,3,fastcompany.com,10000,1,0,77494,43747,34,1,1,3,3,3,3,5
30d2f5d4-8875-4691-9a46-78edac969a44,1,fastcompany.com,21249,3,0,21249,54996,46,0,2,3,4,2,2,4
7d1a062f-9b12-418a-b577-f974c998c140,5,mysql.com,21249,1,0,32498,88743,34,3,2,4,5,2,6,4
fdb80a65-daa5-4b48-8ae3-6e5546645b85,1,ucoz.com,32498,3,1,32498,77494,38,1,4,4,2,5,4,3
0a16bf34-6ef8-49b5-86bd-12ccb2dca420,5,fastcompany.com,21249,2,0,10000,32498,42,0,2,5,3,1,6,4
24eb81f5-0183-4aa1-abf5-035058cb83c9,4,admin.ch,10000,5,1,32498,21249,42,1,3,3,2,1,5,2
86bacee7-2c07-49f4-9194-4ce7127f94c6,5,fastcompany.com,21249,1,1,88743,32498,46,2,2,1,5,1,7,3
8b910c50-76b9-45ed-9658-85424c127428,3,fastcompany.com,21249,2,0,32498,54996,34,2,1,3,4,2,4,5
b30677a0-f8e1-40f4-ab45-4d0dbf13cb1d,6,nih.gov,32498,1,0,32498,43747,50,0,2,4,6,2,4,3
f0ea7643-fefa-4926-b26f-5cc69e91e7d1,1,nih.gov,21249,3,1,43747,77494,42,1,2,6,4,3,4,4
905a459f-d72f-433c-8add-77a82a61cdd2,1,admin.ch,10000,3,0,54996,66245,38,5,1,3,2,2,3,3
cd9feded-6d48-4710-aff1-768975e45921,2,fastcompany.com,21249,1,0,10000,43747,50,3,1,1,4,1,6,5
5ba2436c-e6e4-4d16-85d8-9e8ea2e910ce,2,mysql.com,10000,2,1,66245,21249,42,1,2,2,3,2,5,1
cf818b32-ee2e-4bd1-82b1-9240c17aecc3,4,fastcompany.com,10000,5,0,88743,21249,42,4,3,3,5,1,1,1
b1682f2b-0edd-4282-a8ba-0603d6fd2122,4,mysql.com,21249,1,0,77494,77494,34,3,1,1,3,1,5,5
38a0bf49-d84e-4943-ba1c-fa0c83ad9c08,1,admin.ch,54996,1,0,43747,32498,34,3,2,4,6,2,5,2
d49d7f29-b0ce-4510-a3a1-3a552d4688e7,0,admin.ch,21249,4,0,66245,43747,38,5,1,6,3,1,4,5
1a6d98ab-d991-41ee-b6b7-4bf817ee9c3f,2,admin.ch,10000,2,1,88743,54996,42,2,2,1,2,3,6,4
cc786f1d-4b48-45b9-b81d-8a762816f19e,3,timesonline.co.uk,10000,1,0,32498,32498,42,4,2,5,5,2,4,4
6d2e0d79-936b-42f7-9f8a-24e44097e5bc,1,fastcompany.com,10000,3,1,21249,21249,50,3,1,6,6,1,2,1
34b92aa9-ed31-4bf0-8f8a-112833bd99d6,4,fastcompany.com,43747,1,1,54996,43747,46,1,1,4,4,2,5,5
7d358c43-9dbf-49dd-9ea4-56a2058815b7,6,fastcompany.com,54996,4,1,54996,10000,46,2,1,6,2,3,5,5
07e808e0-4c50-4207-9b20-5c0948c48b1e,0,fastcompany.com,10000,2,0,21249,54996,38,4,1,4,4,1,3,4
05db2e8f-945c-425f-b55d-869a689664ce,5,ucoz.com,10000,2,1,43747,66245,46,3,2,2,7,2,1,1
5a9eaab6-f6c5-4687-99dd-b3a0315ff5ea,4,nih.gov,21249,2,1,43747,66245,38,1,1,6,7,2,5,5
a6ec4210-2bb2-4659-83f3-084487ed27f6,6,mysql.com,43747,1,1,43747,77494,38,2,1,3,4,2,5,2
bf2a6f3c-2385-4ec2-8d46-b3ce2a096a50,1,mysql.com,21249,5,1,66245,43747,38,3,3,6,3,2,3,4
5157da72-df10-4292-87f1-4ecb61a68ea8,5,nih.gov,10000,1,0,88743,66245,42,1,4,2,4,2,5,5
82e0fe6a-3199-4afb-8843-928b50fd0037,1,timesonline.co.uk,32498,1,0,66245,32498,34,2,2,1,3,2,5,3
0677541a-2893-4f74-b988-c31bec9891bc,2,mysql.com,10000,2,1,54996,32498,46,0,4,4,5,2,2,3
3a0ef5b7-bf1f-418e-8684-1c495b9e2125,6,nih.gov,32498,1,0,66245,43747,34,3,2,6,3,2,3,4
41f10b84-e50e-419d-8653-10e4561ba055,0,fastcompany.com,10000,1,1,66245,88743,38,1,3,4,5,3,7,5
37f20684-62f3-4087-b2af-362485f3405d,4,fastcompany.com,10000,5,0,10000,88743,34,5,1,3,6,2,3,5
cc3e8c7d-7886-4d43-92e6-1e7d6f44e528,1,ucoz.com,10000,5,1,43747,54996,30,1,2,5,7,3,3,3
492a153d-38ac-4e71-9fa0-e15b302fab56,5,ucoz.com,21249,2,0,54996,54996,34,4,1,2,2,2,7,5
22b2320b-a0e6-44da-9115-730ff9fd923f,1,fastcompany.com,21249,1,0,66245,21249,42,3,1,4,3,1,7,2
ec6b4387-2208-4d36-b255-57883f379f67,5,timesonline.co.uk,32498,2,1,32498,77494,42,0,4,2,3,2,5,5
e69cce08-ce59-451c-87dd-cd9b8379bf22,2,nih.gov,10000,1,1,43747,32498,50,6,1,4,3,2,2,5
a23b29eb-df61-4ace-87d2-b3154a1b8e5e,5,fastcompany.com,21249,1,0,32498,32498,34,6,1,5,1,2,5,4
2d1a51f3-597e-4618-9dda-07d5203b77e6,1,ucoz.com,10000,5,1,77494,21249,50,2,2,4,3,1,2,4
5c8fcfb7-56a6-4f7e-97fd-3ce8f612c290,5,ucoz.com,32498,1,1,66245,77494,38,5,2,3,2,1,3,5
31db9c2a-9464-4bde-a210-f3439e4122de,5,timesonline.co.uk,10000,3,0,88743,43747,38,5,1,4,4,2,7,5
26b8dbfd-ee42-4b7d-b608-1f0471b1bb8e,1,admin.ch,21249,3,1,66245,54996,34,1,1,4,4,1,4,5
3b2e4c22-89d3-4c5f-a779-a09033aea0d2,6,nih.gov,10000,3,0,43747,32498,30,3,2,4,4,2,4,4
b5632299-7760-4564-a00e-507f7542c946,6,mysql.com,10000,1,1,43747,43747,38,1,2,6,3,1,2,2
21f1feb3-87ec-45bc-ae2b-2f1f190f17b6,2,ucoz.com,43747,4,1,32498,21249,34,2,2,5,2,3,5,3
e8956048-2922-4029-bde5-7a48fd367259,3,ucoz.com,21249,2,0,32498,66245,50,1,1,4,2,2,2,5
e9bcce50-850d-419b-9139-486724b7dabc,1,admin.ch,10000,5,1,32498,43747,38,5,2,3,7,3,7,3
e5fbbc8c-6f61-4121-b571-cb96e0b5842d,5,fastcompany.com,21249,2,1,43747,10000,42,4,1,2,7,2,4,4
d93e9ee5-5d85-4db7-87ee-d4a3fc7853e3,2,timesonline.co.uk,32498,4,1,43747,54996,46,3,1,6,4,3,7,5
9bb45086-f801-4a42-ad9e-236f56406023,5,ucoz.com,10000,5,0,54996,43747,34,2,2,2,3,2,4,3
7645907b-4ff9-4faa-892a-a2bfdb1a0072,4,fastcompany.com,10000,5,1,32498,43747,42,2,1,6,1,2,3,4
fceb84c8-004c-437b-81bc-afdfd9ef542b,2,fastcompany.com,10000,2,0,43747,43747,46,2,1,3,2,1,4,1
c6261af6-88b4-45c4-9eb4-70fd6df6417d,2,mysql.com,21249,3,1,77494,32498,34,2,3,5,4,2,3,5
3235b57f-f709-4e99-a583-27c18cebd0af,4,mysql.com,21249,1,1,32498,54996,38,6,1,3,1,2,3,4
5ab31b78-de95-4526-8a62-16298adccb42,3,mysql.com,32498,1,0,21249,43747,30,4,2,5,6,1,5,5
e971752c-db3c-43de-8609-472812fb096e,6,admin.ch,32498,1,1,77494,32498,50,2,3,4,4,1,2,3
633df70f-8203-4ac6-b56d-3511b9004f2d,3,nih.gov,21249,2,0,43747,32498,46,3,1,2,2,1,5,5
08c46478-b76a-4e11-ab95-930638f8f906,4,timesonline.co.uk,10000,3,0,32498,21249,34,5,4,1,2,3,3,5
5ae6aa91-bae5-4146-87f3-32059167249d,5,fastcompany.com,21249,3,0,21249,32498,30,5,4,3,5,3,3,3
6f684c60-79e6-4644-b48c-4d28b221db17,5,mysql.com,10000,1,0,77494,32498,34,4,1,6,5,2,2,2
ddb2301b-e1d7-4599-96bb-d0bc593d23e4,3,fastcompany.com,21249,1,0,54996,32498,42,2,1,2,4,1,5,4
9f11456d-7001-4ed4-b502-d32c55aa58c8,4,admin.ch,32498,5,0,88743,77494,46,1,1,3,3,2,3,3
d605d4f3-bcf4-45a2-8b32-baf7ecb38e1a,1,admin.ch,10000,1,1,88743,32498,38,4,1,4,2,1,3,2
bd6b7b56-d563-4c77-85bb-8ae69821cfbe,0,ucoz.com,32498,1,1,66245,32498,34,1,1,2,1,3,4,5
fb9ab878-7c8f-4d40-adf1-34b2025afdda,1,admin.ch,10000,1,0,32498,43747,34,3,1,3,4,2,5,4
ed834829-8aae-4ab5-9e8e-2ff6180db7d4,6,admin.ch,10000,5,0,66245,21249,50,1,2,6,5,2,4,5
3fa9302b-c477-4df0-bd66-4c2a2ea5d8a7,6,timesonline.co.uk,21249,3,1,66245,21249,50,1,1,6,2,2,3,5
8b52c9c0-8cd3-4e40-99e1-1d78fa6304aa,2,ucoz.com,21249,3,0,88743,43747,42,3,2,3,5,1,3,5
1bdc9e53-7462-485a-bad2-f179c0506382,3,mysql.com,21249,3,1,32498,54996,46,2,2,3,1,1,4,3
ab7a72a0-0d75-4b55-9ff7-2a9c9e03f5e2,2,mysql.com,10000,4,0,21249,43747,38,3,3,4,3,2,5,4
f34049fb-f666-4549-adc5-bcd8b1435a73,6,ucoz.com,10000,3,0,32498,43747,46,2,2,4,4,2,5,3
d0e02f3c-f131-443b-bebe-ff884afebe60,5,timesonline.co.uk,10000,3,0,66245,21249,34,3,3,2,2,2,7,5
ba3f31ef-0155-42c5-9f18-daad983e898f,1,mysql.com,10000,3,1,10000,43747,30,4,1,1,4,4,4,5
a519798d-a4a0-4d29-8bed-42fc788f84f0,6,admin.ch,10000,3,0,10000,32498,46,3,3,5,4,3,7,2
874ea5ef-50ba-4175-9259-69ba399413e8,5,admin.ch,10000,2,1,32498,21249,38,1,3,3,4,2,4,5
5f1c961d-1fce-4be5-9c8c-c0f8a3783501,5,fastcompany.com,10000,4,0,43747,54996,50,0,1,6,4,3,1,5
aecce17a-c0f1-4d91-aba1-fc8fd55f3df5,2,ucoz.com,10000,1,1,54996,43747,42,6,1,6,7,4,5,5
2d3b4cf2-5f16-4008-9722-9202f6846acd,1,mysql.com,21249,3,1,88743,32498,38,0,3,5,2,2,2,5
f0a4d3db-0aad-4c06-b327-c78fad638e69,1,nih.gov,10000,1,0,88743,10000,38,1,2,3,5,5,5,4
15915192-e09a-421e-847f-06456170af0a,3,ucoz.com,10000,3,0,77494,66245,42,2,3,6,3,2,4,4
e27bd25d-87af-47e5-827b-60e261d92323,3,mysql.com,10000,1,1,77494,43747,38,0,1,4,4,2,2,4
814f1825-cf69-40ca-9111-9b231489fc1c,4,timesonline.co.uk,10000,1,1,77494,32498,38,3,2,3,2,1,5,4
69cb9e9b-8f3e-4183-adfc-71699450a3fb,6,nih.gov,10000,5,0,66245,43747,38,4,1,4,4,2,4,5
5a7f6a29-b242-4092-b525-377aff437305,1,mysql.com,21249,5,0,21249,21249,50,4,2,6,1,2,3,5
43a7ff37-d3c5-4b19-b2c3-ab711a42161a,5,fastcompany.com,32498,5,1,43747,10000,42,6,2,2,5,1,2,5
67b87be1-c320-40a7-8a53-ce663e811de7,0,ucoz.com,32498,2,1,54996,21249,38,2,1,2,5,1,3,3
814ab483-8da8-4cbd-b422-ceee254fa516,5,admin.ch,10000,1,0,88743,54996,38,1,1,3,2,1,2,3
0b25cb2e-7f6a-40c1-b8b3-7daff260111a,6,admin.ch,10000,1,0,54996,66245,34,1,2,6,2,1,4,3
d6e1b902-0020-4efd-81ed-3e50deaf941a,2,fastcompany.com,10000,1,0,54996,21249,42,0,2,4,4,2,7,5
02608a11-c1f5-4cbc-a5f3-aab4ddf0457d,3,timesonline.co.uk,21249,3,0,54996,32498,42,1,2,2,2,2,4,2
10815d69-f6c9-4dc9-a030-81a662ac67b3,2,mysql.com,21249,2,0,32498,66245,42,4,3,5,2,1,7,3
7e348292-f157-4260-916b-9b14685711f9,3,timesonline.co.uk,21249,4,1,66245,54996,42,0,1,5,3,3,6,5
016e400c-7f28-4a62-878b-ced21bc29194,1,mysql.com,43747,4,1,88743,10000,34,2,3,3,7,1,6,4
7cf14ae1-9e49-4de5-ab70-0d64f26dce47,4,timesonline.co.uk,10000,3,1,54996,10000,38,3,1,1,5,3,5,2
becc43b7-1bc9-4204-af6a-6d8c54fff344,2,mysql.com,10000,1,0,88743,21249,34,3,1,4,4,4,4,3
a843c78d-c397-4670-abf0-67e2623596ca,3,fastcompany.com,21249,4,0,88743,32498,42,2,2,3,3,2,1,5
5dd13fb3-175f-4c4a-b430-cd9ff78c53ee,3,nih.gov,10000,1,0,43747,43747,38,6,2,4,2,2,2,5
2ec2dccc-98b1-44bd-827a-ad1fb1b0c64f,1,timesonline.co.uk,21249,2,0,43747,77494,38,3,3,1,6,1,2,3
55e05fbc-2770-47ef-a9b1-f7ac7217c4c0,0,fastcompany.com,21249,1,0,77494,66245,30,1,1,6,5,1,2,5
e890140e-7135-468e-94a0-6128b1b35382,1,nih.gov,21249,5,1,88743,77494,38,6,3,5,4,1,4,5
0999fa97-9125-477f-ac24-4a567cba40ec,6,admin.ch,10000,4,0,10000,21249,38,3,1,2,3,2,2,5
598e4c63-2457-41b5-b364-02de25cbca9c,4,nih.gov,10000,1,1,21249,21249,38,2,1,4,2,2,5,5
a81cc7fd-ffbe-4c11-a624-a70c12057cb8,2,admin.ch,21249,1,0,43747,88743,34,4,3,4,1,2,5,5
2eb3fb0f-8549-4ebb-9d68-a73e06b441e8,3,ucoz.com,10000,3,1,43747,54996,42,6,1,6,3,3,7,2
58747f6d-da3c-4e58-b309-af966d68e5a2,5,fastcompany.com,10000,3,0,21249,32498,46,5,1,2,7,1,5,5
168e3718-bd3a-4a67-9be4-64b1d01df643,4,admin.ch,10000,1,1,32498,54996,34,3,4,4,3,2,6,3
610ba559-ca85-4d1d-9e8e-90d38b8ef325,1,ucoz.com,21249,2,1,21249,32498,34,3,3,6,3,2,4,5
2e0c709a-b36e-46c5-b327-1dfa40385aad,0,ucoz.com,10000,1,1,10000,66245,42,1,1,4,5,2,4,3
1d1034d0-dd88-4081-87f1-d3bc73d83b3a,1,timesonline.co.uk,32498,5,1,54996,54996,42,4,1,5,4,1,6,3
f63efbc8-bbbe-4daa-af54-efe133400215,1,mysql.com,10000,5,0,32498,66245,34,2,3,6,2,1,4,3
09100fac-b78d-4646-8beb-695b769008fd,3,nih.gov,32498,3,1,21249,32498,38,4,1,6,4,3,4,5
de63c15f-a103-419a-8232-d3a1fd3d6231,1,nih.gov,21249,1,0,77494,43747,46,1,1,5,4,2,3,2
4cba8e93-74f4-4ba7-8f78-42db1fcc975a,2,ucoz.com,10000,2,0,10000,54996,46,0,1,5,3,1,3,4
4a50db21-5e39-4107-afbf-edb1e7c2c2d6,2,admin.ch,10000,2,1,10000,32498,46,1,1,6,3,1,4,5
359fe30b-ad3f-4f4e-918e-7d5a62f76a85,5,fastcompany.com,10000,1,0,66245,32498,42,2,4,6,5,1,2,5
36b5854d-89a5-4578-9ac5-6ff51221a60e,2,fastcompany.com,10000,1,0,88743,21249,38,4,3,4,2,2,3,3
a412cb60-e6de-4dff-82d3-cecdf86b6b2c,6,mysql.com,32498,3,1,21249,32498,38,5,2,4,3,2,3,5
7404c1bf-93e5-4d01-b023-3d91adce1509,4,nih.gov,21249,2,0,77494,21249,38,5,3,6,4,1,3,5
af8f6f34-5b30-4623-9309-b47cc1c9c409,3,nih.gov,10000,1,1,77494,66245,50,4,1,4,4,2,4,3
dabf433c-6f39-4724-a8a4-a44b96b1522a,6,nih.gov,10000,2,0,43747,66245,46,2,2,2,4,2,3,5
d62ea4c8-6fd6-4844-a433-e9e242af23ca,1,mysql.com,10000,4,0,66245,43747,50,4,1,5,3,2,7,5
c05021c6-7927-4e8a-88ad-56df86ddc644,3,ucoz.com,21249,1,0,66245,21249,46,3,3,4,4,2,3,3
8ffeb5d0-5a00-4c25-9a46-7649546ede55,3,timesonline.co.uk,10000,3,0,88743,66245,42,2,4,6,5,1,7,5
05f54121-0414-47e0-b63a-621410f97a56,0,admin.ch,10000,1,1,54996,32498,38,1,3,4,2,2,2,4
942b0389-a3d5-4e4b-9ec0-48a319f7b29c,6,ucoz.com,21249,2,1,88743,43747,46,3,1,4,3,1,3,3
b81518be-a5f3-4188-8acb-af704e54090f,2,ucoz.com,10000,1,0,10000,21249,50,0,1,5,5,1,4,5
1944ea8b-d288-4c91-91ed-c7fd66d36307,1,nih.gov,21249,5,1,77494,54996,42,4,1,5,1,1,6,4
8885d48e-c031-41af-a46f-144ce25149d7,3,admin.ch,32498,2,0,54996,54996,46,3,2,2,6,1,3,5
09f6b1e2-ec96-4ff9-8ac7-d2637f61def9,1,admin.ch,32498,1,0,88743,43747,42,3,2,1,6,1,3,3
c8bcecd8-10eb-4e92-bf85-1b5967d2d451,6,ucoz.com,21249,2,0,10000,77494,34,2,1,3,3,2,3,4
6f534343-aa38-40f9-8881-003f9b9f0f09,4,admin.ch,21249,2,1,21249,10000,38,4,2,3,4,3,5,5
5f697192-0629-439a-a6a6-3f14fd71bc94,3,ucoz.com,10000,1,0,10000,21249,46,4,4,6,2,2,4,3
85f89b3c-bbe6-4061-9520-61a61b9be475,0,ucoz.com,10000,2,0,66245,66245,42,2,1,3,5,1,6,5
a7f451c7-a638-400f-93d7-1002a8d345d1,4,mysql.com,32498,2,1,77494,10000,42,0,1,2,3,2,4,2
4c4d7ee6-8c3b-4e68-be33-d667294fc5b1,2,admin.ch,21249,2,0,54996,43747,42,3,1,2,4,1,4,5
35a145a4-df48-446d-a20f-1189098123d7,4,nih.gov,10000,2,0,21249,88743,38,4,1,5,4,4,4,2
82e468c7-586a-4fa7-91aa-9738347464f7,4,admin.ch,10000,5,0,54996,66245,42,3,3,2,3,1,6,2
eb7222bb-6cbc-4ab3-9f3e-ea0b9aad137e,2,nih.gov,21249,1,1,77494,54996,38,2,2,3,3,3,5,5
2c90e7c6-e6c8-44d4-b47b-980768e58b12,3,admin.ch,32498,3,1,77494,66245,34,3,1,4,4,2,2,1
be5cee91-e698-43b2-9cf5-8f933806ead8,2,ucoz.com,21249,2,0,66245,32498,30,0,1,4,4,4,3,4
fababf74-8ce7-4d38-8866-71d417a22efb,3,admin.ch,10000,5,0,54996,54996,46,2,3,4,4,3,1,5
21fd5d0e-dcb6-4c86-8db7-b5e46e9fe3cf,5,fastcompany.com,32498,5,1,43747,43747,34,2,2,6,5,1,2,5
5e7559d9-27e3-4f97-a9c1-72626934d5f9,2,ucoz.com,21249,1,0,77494,77494,42,2,2,4,4,3,4,5
d09cbce8-fe66-4346-80c6-d1e665ccc1cf,1,ucoz.com,10000,3,1,66245,77494,42,1,2,6,3,2,2,3
c7dbd8bd-f67a-429d-9ba1-bd4b1dcbbfb5,1,ucoz.com,21249,3,0,32498,21249,38,5,2,2,4,2,4,5
98016e67-4b0e-4f26-8722-18974a22c856,4,timesonline.co.uk,10000,3,0,21249,54996,46,1,1,6,3,1,4,2
6dc9a790-9b03-4806-853a-5dfddadc2391,4,timesonline.co.uk,10000,2,1,21249,43747,34,5,1,4,2,1,2,3
9f8ab59e-0b18-4867-987b-58f16c8e000b,1,fastcompany.com,21249,4,1,32498,10000,46,2,1,3,2,1,2,3
4022efe0-b216-4c00-b209-d5a557bcbd03,1,timesonline.co.uk,10000,2,1,88743,10000,38,2,2,2,2,2,4,3
f3035e3c-9a2f-4f74-9d09-cfdc79113272,5,mysql.com,10000,2,1,32498,66245,42,5,1,1,7,1,6,4
047878b0-f26f-4f9f-b372-41408d38b322,4,timesonline.co.uk,10000,1,1,77494,54996,42,3,1,6,3,3,7,5
f9279da6-8c83-455a-a297-a0385339af64,2,ucoz.com,21249,2,1,21249,77494,46,2,2,6,6,1,5,3
dcf8fda0-dc7c-4124-9b94-ee4eb3621389,4,nih.gov,10000,1,1,10000,88743,34,2,1,6,2,1,5,5
91540d0a-8d68-4d3a-8cc9-404804f54787,6,admin.ch,10000,1,1,21249,32498,42,2,3,3,4,1,1,2
3c8df755-dd9a-492e-b57b-73814c487793,6,admin.ch,32498,1,1,10000,10000,30,0,2,5,6,1,5,5
c6a8c949-83ee-40db-924d-63349257a6eb,3,nih.gov,10000,4,0,21249,54996,38,6,1,6,3,2,1,5
97e1a8fb-539a-4c22-8839-1096d9fda9d9,0,mysql.com,10000,2,1,10000,77494,42,4,2,5,3,3,7,2
dc69e2a4-f1b4-4ef8-95f9-fb5bc1e9f362,4,ucoz.com,21249,3,0,21249,21249,46,3,4,3,5,4,4,4
67704a29-c185-4134-b697-adf6cca4b526,3,fastcompany.com,21249,2,1,32498,21249,38,2,1,6,1,4,3,3
a19e1139-1a59-4403-9e4f-af6ae5b81c3b,2,mysql.com,21249,1,1,21249,43747,50,5,2,2,2,4,4,1
95435779-74d0-4607-9873-56f6d4b09157,1,ucoz.com,10000,1,0,66245,32498,46,6,2,2,3,1,4,3
a8e6c522-f5eb-450a-9101-8e6dbce065d4,6,mysql.com,10000,3,1,10000,43747,50,1,2,4,2,2,4,3
1aa68010-27be-49ab-8883-4f44a99b8344,2,admin.ch,10000,1,1,10000,77494,30,1,1,5,5,1,7,3
ea1f0a17-5a74-4778-b8e8-8c979906d064,6,timesonline.co.uk,10000,1,0,77494,43747,46,4,1,6,3,1,2,2
6bcea1f9-6c6f-41d1-9a61-3ceb9c0c4aef,3,admin.ch,21249,5,0,10000,32498,38,0,3,6,5,3,5,3
c107f2dd-1a01-4253-ba81-ddde1c8b8589,2,admin.ch,21249,1,0,21249,54996,50,3,2,3,1,1,2,3
424c9f03-6711-474a-bb91-c161d14b8d98,4,ucoz.com,43747,3,0,10000,32498,34,4,1,4,4,3,4,3
6239c99f-f12a-4934-ae0d-bf0305bafccb,1,mysql.com,21249,3,0,43747,32498,50,5,2,6,3,2,5,2
39095979-b0ee-4312-9c42-ce7e0a6aba3f,2,fastcompany.com,32498,3,0,43747,21249,46,3,2,1,5,1,4,5
b14dd35b-96a7-4987-8108-1218e2802ccd,0,mysql.com,32498,5,0,10000,10000,34,5,1,6,4,2,5,5
0085aa70-9e7f-4dcc-b8f4-1570f19cef83,2,admin.ch,21249,1,1,88743,66245,34,6,1,3,3,3,3,1
a82f70b1-68a7-4f69-9ff6-8499d4075f3c,2,nih.gov,10000,1,0,32498,10000,46,4,2,4,5,1,6,2
18b98901-f0d4-46f7-98c4-2de873413dcc,2,mysql.com,10000,1,0,54996,32498,42,1,1,6,3,2,3,3
34e6f160-6373-41fa-b7d4-b607ac12c403,0,fastcompany.com,32498,5,0,21249,32498,50,3,3,4,3,1,4,1
995fb65b-20cb-4f73-8810-2fb9653f3a0e,4,mysql.com,21249,3,1,10000,43747,30,2,3,4,3,3,3,5
bf3ee9f5-c28a-4d6d-aab1-7d22a1e9de00,3,fastcompany.com,10000,5,0,43747,43747,38,4,2,6,3,1,3,4
77ae9478-8235-4bda-a169-445b6ece8fec,4,nih.gov,21249,4,1,10000,32498,46,5,1,6,6,1,3,5
727fd716-79ca-41ac-bdfa-cd64891b7311,1,nih.gov,21249,2,1,10000,43747,46,3,1,6,4,5,7,5
7d14d79e-6862-40cc-af10-23f74b60f298,6,nih.gov,10000,3,0,21249,43747,34,4,2,6,4,2,2,3
c1d4b196-cdcf-43f3-ad6b-79c9b463e1a5,2,timesonline.co.uk,21249,1,0,88743,66245,38,4,2,5,6,3,3,5
5e79e243-4685-4eb1-add5-9747eff23d68,2,mysql.com,10000,4,1,54996,43747,38,4,1,5,4,4,7,5
0fcaa6cf-fec2-45c5-b192-170cf3a16e5a,3,ucoz.com,21249,4,1,88743,32498,42,5,1,6,2,1,1,3
417e4742-ff82-4117-9411-e87e34a25102,1,mysql.com,10000,2,0,32498,54996,38,6,2,2,3,2,2,5
7c22a151-78d3-45a1-87bd-6e47e3fe1bb5,6,ucoz.com,32498,1,0,32498,88743,38,1,1,6,2,2,4,5
42c20351-2346-402f-8318-6a722ba12520,2,fastcompany.com,32498,1,0,77494,32498,42,3,3,5,4,1,3,4
1fb1017e-309d-40a6-ba3d-8151befe10fa,3,ucoz.com,21249,1,0,54996,43747,34,0,1,6,5,2,2,5
49f1cef5-6d6b-47cc-84bd-1dca521a6cc5,5,mysql.com,21249,2,1,66245,32498,34,0,3,4,3,1,5,5
4cd65b56-e78a-4fb8-b9fa-5bd209759908,6,admin.ch,32498,5,0,77494,43747,34,4,1,4,1,1,4,4
3d6e183e-11b9-49ae-bd59-fb1846c0671c,3,nih.gov,10000,2,1,10000,66245,42,3,1,3,2,3,5,3
7b57666f-b26a-4044-911f-a2747563015a,1,timesonline.co.uk,21249,3,0,10000,10000,42,4,2,6,3,2,3,5
a1e3cbe1-ef69-4729-b2e8-0eba17cb63cc,0,admin.ch,10000,1,0,43747,32498,34,2,2,4,4,1,4,2
e545786c-d5af-4a5b-8a53-93d6002662a5,4,fastcompany.com,10000,1,0,32498,32498,30,1,2,4,3,1,3,2
4672b799-4330-496f-966a-956dfbb97109,3,mysql.com,21249,3,1,54996,77494,46,1,2,6,3,2,4,2
8643e3c8-5ed0-474a-803a-8f17ff788aea,4,ucoz.com,10000,2,1,21249,21249,34,3,2,2,3,1,5,5
d5018f0a-d125-4232-8d4c-4897d2a4dd14,2,nih.gov,21249,3,0,10000,21249,38,5,4,6,5,3,7,5
bf51416f-463f-4665-a83f-8370125b0729,4,mysql.com,21249,1,1,54996,10000,38,0,3,4,2,2,4,3
e678147b-a20c-4182-bd3a-08b3a6f3be56,4,fastcompany.com,21249,5,0,66245,66245,50,6,1,5,4,1,4,3
